title,project,topic
"æ³¨å†Œä¸­å¿ƒè¿žæŽ¥Zookeeperï¼Œæ— æ³•è®¾ç½®è¶…æ—¶ï¼Œå¦‚æžœZookeeperä¸?å?¯ç”¨ï¼Œå?¯åŠ¨æ—¶ä¼šä¸€ç›´é˜»å¡ž",dubbo,TOPIC2
"Wrapperçš„deal with get/set methodçš„ä½œç”¨",dubbo,TOPIC2
"MonitorFilterä¸­èŽ·å?–å¹¶å?‘æ•°,æœªè€ƒè™‘åˆ°serviceåˆ†ç»„çš„æƒ…å†µ",dubbo,TOPIC2
"[beta] Toggle Collapse Map",freeCodeCamp,TOPIC2
"[beta] Search Challenges in Map",freeCodeCamp,TOPIC2
"feat(auth): Integrate OAuth 2.0 for access to API",freeCodeCamp,TOPIC2
"Descriptive text of Filter method flawed",freeCodeCamp,TOPIC2
"Requesting several new lessons regarding functions in the Basic JavaScript Track",freeCodeCamp,TOPIC2
"ES6 Use Destructuring Assignment to Assign Variables from Objects & Use Destructuring Assignment to Assign Variables from Arrays - Example text doesn't match code request, needs clarification",freeCodeCamp,TOPIC2
"[beta][UX] New challenges should include a page/anchor jump",freeCodeCamp,TOPIC2
"Chrome can scroll horizontally in the challenge description.",freeCodeCamp,TOPIC2
"allow use of a weak hashmap in the EventBus for listeners",guava,TOPIC2
"Get All Classes by a Package Name",guava,TOPIC2
"Run PackageSanityTests externally",guava,TOPIC2
"Futures methods with overloads for Java 8 types",guava,TOPIC2
"Implement the indexOf method of the CartesianList",guava,TOPIC2
"Build with javac-with-errorprone",guava,TOPIC2
"Test setValue(null) (both success and failure cases)",guava,TOPIC2
"Allow SimpleTimeLimiter take an Executor",guava,TOPIC2
"EnumMaps#forAllKeys",guava,TOPIC2
"NullPointerTester passes null for @Nullable parameters: feature or misfeature?",guava,TOPIC2
"Iterators.MergingIterator doesn't preserve laziness of incoming iterators",guava,TOPIC2
"Futures.allAsList/successfulAsList could probably allocate less garbage",guava,TOPIC2
"MoreExecutors.listeningDecorator should probably call submit() so that it gets a cancel()-able delegate back, and it should return a Future that cancel()s the underlying delegate Future",guava,TOPIC2
"Reducing redundant & simple subscribers for simple reference-change events",guava,TOPIC2
"Tests for removal from KNOWN_ORDER collections",guava,TOPIC2
"ImmutableMap::of should accept more entries",guava,TOPIC2
"Make FluentIterable.from covariant in E",guava,TOPIC2
"Make the execution of {Async,}Function.apply by {transform,catching}{,Async} interruptible",guava,TOPIC2
"Apply @ForOverride annotation once it's released in an error-prone annotations artifact",guava,TOPIC2
"Two-way conversion between Range and String (e.g. aids GSON)",guava,TOPIC2
"MapSplitter should ignore key-value separator after first",guava,TOPIC2
"Should toStringHelper(Class|Object) use simple name or canonical name (or either)?",guava,TOPIC2
"Performance tweak for CharSink.write(CharSequence) and related methods",guava,TOPIC2
"missing functionality in CacheStats",guava,TOPIC2
"Probable EventBus memory leak when shared class loader used",guava,TOPIC2
"Add Debounce and Throttle to Guava?",guava,TOPIC2
"Support for partially random expiration",guava,TOPIC2
"Improved nullability annotations",guava,TOPIC2
"Add abstract support superclasses for NavigableSet, NavigableMap",guava,TOPIC2
"add indexOf to all immutable Set/collection",guava,TOPIC2
"Case Formatter handling of accronym from camel Case",guava,TOPIC2
"Canonical form of RangeSets<A> involving A's max value is problematic",guava,TOPIC2
"CharSink#openBufferedStream() should return a BufferedStream",guava,TOPIC2
"RateLimiter that provide fairness guarantees",guava,TOPIC2
"Consider alternative to EventBus's re-entrant event queueing strategy",guava,TOPIC2
"Perhaps MoreExecutors.shutdownAndAwaitTermination() should return the unexecuted tasks",guava,TOPIC2
"MediaType isn't lenient enough for real-world media types",guava,TOPIC2
"Range.OfXX, where XX is a primitive type?",guava,TOPIC2
"let @VisibleForTesting tells original visibility of annotated element",guava,TOPIC2
"MapMakerInternalMap potential performance improvement?",guava,TOPIC2
"Rename Files to not conflict with java.nio.file.Files",guava,TOPIC2
"add a GWT serializer for the Range class",guava,TOPIC2
"Make Files.newReader() etc. more defensive against possible exceptions",guava,TOPIC2
"CaseFormatter's Best Effort Is Nondeterministic",guava,TOPIC2
"Add factory method to RateLimiter to allow setting maxBurstSeconds",guava,TOPIC2
"Figure out how to make forwarding collections less bug-prone and easier to use",guava,TOPIC2
"Unit Test CacheBuilder/Cache's configured values (expireAfterAccess and maximumSize)",guava,TOPIC2
"Stop special-casing UndeclaredThrowableException in Futures.transform()",guava,TOPIC2
"SimpleTimeLimiter",guava,TOPIC2
"Add support for the base32 alphabet Douglas Crockford produced",guava,TOPIC2
"It's easy to forget to call EqualsTester.testEquals()",guava,TOPIC2
"Settle on an interface for Futures.allAsList/successfulAsList (and Google-internal allAsMap/successfulAsMap)",guava,TOPIC2
"AsyncEventBus: @AllowConcurrentEvents doesn't work with a (cglib) proxy",guava,TOPIC2
"Make Futures.preferringStrings newWithCause more robust",guava,TOPIC2
"Feature request: add support for transforming a tuple of futures into a single future",guava,TOPIC2
"Feature Request: add logging to ServiceManager.stopAsync",guava,TOPIC2
"Add omitEmpty collections to toStringHelper?",guava,TOPIC2
"add Splitter.retainDelimiters() to retain delimiter after spliting",guava,TOPIC2
"Add method to decrement permits in RateLimiter",guava,TOPIC2
"TypeToken.rejectTypeVariables",guava,TOPIC2
"Add 'register(Object listener, Executor listenerCaller)' to AsyncEventBus",guava,TOPIC2
"Make EventBus subclass friendly",guava,TOPIC2
"Interners should allow more inspection",guava,TOPIC2
"Interners class should offer initialCapacity constructors",guava,TOPIC2
"ByteArrayDataInput should also encompass methods from ByteArrayInputStream - available()I",guava,TOPIC2
"New public suffixes for InternetDomainName sometime after April 23",guava,TOPIC2
"Consider adding PrimitiveSink#putLongs(long[]) #putDoubles(double[]) etc.",guava,TOPIC2
"Closer could support suppressed exceptions",guava,TOPIC2
"Make LineBuffer more visible",guava,TOPIC2
"Refresh proactively as part of periodic cache maintenance?",guava,TOPIC2
"It should be an error for refreshAfterWrite >= expireAfterWrite",guava,TOPIC2
"Consider refactoring CharMatcher to use static factory methods instead of static constants",guava,TOPIC2
"Incompatible change to Byte/LineProcessor",guava,TOPIC2
"Drop or improve support for Channels",guava,TOPIC2
"Concurrent LIRS cache implementation",guava,TOPIC2
"post to asynceventbus don't work with persistence",guava,TOPIC2
"Request additional functionality for CacheBuilder.from(String spec)",guava,TOPIC2
"Support a Least Frequently Used (LFU) based cache evictions ",guava,TOPIC2
"LineBuffer only treats \r, \n and \r\n as line separators",guava,TOPIC2
"BloomFilter should have an asPredicate() view",guava,TOPIC2
"FluentIterable.toString should delegate to the wrapped Iterable",guava,TOPIC2
"Add SafeVarargs annotations",guava,TOPIC2
"Allow custom handler finding strategy in event bus",guava,TOPIC2
"Remove raw types support",guava,TOPIC2
"add ability to create Inet6Address from ipv4-mapped ipv6 address",guava,TOPIC2
"Request to make Joiner serializable",guava,TOPIC2
"CharMatcher - @Beta removal request",guava,TOPIC2
"Allow to pass a custom base directory to `Files.createTempDir`",guava,TOPIC2
"FileBackedOutputStream: Add possibility to customize name of temporary file",guava,TOPIC2
"Add volatile semantics to the count of CountingInput(Output)Stream",guava,TOPIC2
"ExpiringMemoizingSupplier: value expires too soon if delegate.get() very slow",guava,TOPIC2
"Event Bus Ordering of Listeners",guava,TOPIC2
"Make more collections GWT-serializable",guava,TOPIC2
"Knowing if an object was registered in the EventBus",guava,TOPIC2
"Add isInternetDomainName and isInternetAddress to HostSpecifier",guava,TOPIC2
"Add escape functionality to Joiner and Splitter",guava,TOPIC2
"Giving anonymous inner classes a name",guava,TOPIC2
"Objects.firstNonNull() Var Args",guava,TOPIC2
"Add Interner#size()",guava,TOPIC2
"GWT serialization checklist",guava,TOPIC2
"Serialization Refactoring Support",guava,TOPIC2
"Allow pre-sizing for appropriate ImmutableCollection builders",guava,TOPIC2
"Expand our EditorConfig rules",Nancy,TOPIC2
"Publish symbols using SourceLink",Nancy,TOPIC2
"DependencyContextAssemblyCatalog's methods to virtual",Nancy,TOPIC2
"Improve the Before and After hook syntax and capabilities",Nancy,TOPIC2
"Nancy 2.0.0-clinteastwood feedback ",Nancy,TOPIC2
"Update testing infrastructure",Nancy,TOPIC2
"Migrate remaining projects to support netstandard 1.6",Nancy,TOPIC2
"Async all the things",Nancy,TOPIC2
"Duplicate SimpleJson.cs",Nancy,TOPIC2
"Provide IssueLogEventListener",okhttp,TOPIC2
"[Feature Request] Non-Blocking Async Interceptors for Async calls",okhttp,TOPIC2
"Transparent support for Brotli content-encoding.",okhttp,TOPIC2
"Parse and expose mediatypes parameters",okhttp,TOPIC2
"OkHttp strict mode",okhttp,TOPIC2
"Adding QUIC entry to Protocol enum",okhttp,TOPIC2
"Support 103 Early Hints",okhttp,TOPIC2
"Body logging breaks program flow when streams are used.",okhttp,TOPIC2
"MockWebServer hangs for 5 seconds upon shutdown",okhttp,TOPIC2
"Fatal Exception: java.util.concurrent.RejectedExecutionException",okhttp,TOPIC2
"Feature Request: Multipart Response",okhttp,TOPIC2
"Revisit Call.cancel() code path that closes connection directly.",okhttp,TOPIC2
"Distinguish between connect timeout and read timeout",okhttp,TOPIC2
"New API: WebSocket.flush() to await an empty queue",okhttp,TOPIC2
"Network calls hang after coming back online after being offline",okhttp,TOPIC2
"Ping to keep HTTP/2 connections alive",okhttp,TOPIC2
"HTTP/2 without ALPN boot jar",okhttp,TOPIC2
"Fail the WebSocket if a pong isnâ€™t received within some reasonable period",okhttp,TOPIC2
"Support HSTS",okhttp,TOPIC2
"Public API for toHumanReadableAscii(String) ?",okhttp,TOPIC2
"why not support 307 post REDIRECT",okhttp,TOPIC2
"DNS over TLS",okhttp,TOPIC2
"no-cache="field-name" is not handled",okhttp,TOPIC2
"Certificate pinning should accept an expiration date",okhttp,TOPIC2
"Make it easy to write WebSocket tests with MockWebServer",okhttp,TOPIC2
"Provide our own CookieJar implementation",okhttp,TOPIC2
"Reconsider which methods & status codes redirect",okhttp,TOPIC2
"[Feature request] - Whole operation timeout",okhttp,TOPIC2
"[Improvement] Add params to Challenge",okhttp,TOPIC2
"DiskLruCache2",okhttp,TOPIC2
"Call setEndpointIdentificationAlgorithm() once Android API 24 is our minimum",okhttp,TOPIC2
"Move MockWebServer TestRule implementation",okhttp,TOPIC2
"[feature request] persistent storage similar to Cache",okhttp,TOPIC2
"Allow resizing request cache",okhttp,TOPIC2
"Preemptive proxy authentication",okhttp,TOPIC2
"Authentication for SOCKS5 proxy?",okhttp,TOPIC2
"Consider permessage-deflate extension for WebSocket",okhttp,TOPIC2
"Support Link-Local IPv6 with Scope in URLs",okhttp,TOPIC2
"Flexible Cache / Caching Policy",okhttp,TOPIC2
"Tune connection pool behavior: timeouts, limits + connection selection",okhttp,TOPIC2
"Possible enhancement: Allow setting request priorities",okhttp,TOPIC2
"HTTP Alternative Services",okhttp,TOPIC2
"Explore Mock OkHttpClient Testing Implementation",okhttp,TOPIC2
"Support stale-if-error, stale-while-revalidate",okhttp,TOPIC2
"Support â€œHTTPâ€? URIs (HTTP Upgrade mechanism) ",okhttp,TOPIC2
"Handling of early 403 FORBIDDEN with Connection: close whilst streaming",okhttp,TOPIC2
"Http/2 frame size is 2 KiB.",okhttp,TOPIC2
"RFC2616 is Dead",okhttp,TOPIC2
"QUIC support",okhttp,TOPIC2
"Spy on MockWebServer",okhttp,TOPIC2
"Add socket-wide timeouts for HTTP/2",okhttp,TOPIC2
"Media range matching",okhttp,TOPIC2
"Detect competing access to DiskLruCache; explode",okhttp,TOPIC2
"Fancy Joining and Canceling",okhttp,TOPIC2
"Happy Eyeballs",okhttp,TOPIC2
"HTTP/2 nonblocking backend",okhttp,TOPIC2
"Stream priority: expose it & honor it",okhttp,TOPIC2
"Multiple cooperating processes on the response cache",okhttp,TOPIC2
"Analytics API",okhttp,TOPIC2
"Support custom HTTP methods with bodies.",okhttp,TOPIC2
"Domain name lookup doesn't support cancel or timeout",okhttp,TOPIC2
"Invoke-RestMethod should support throttling for following rellinks",PowerShell,TOPIC2
"Add "None" option to Get-Date -DisplayHint",PowerShell,TOPIC2
"WebCmdlets should support retry",PowerShell,TOPIC2
"Invoke-WebRequest should have a curl style -Verbose switch to display full server response",PowerShell,TOPIC2
"Original Response Body Unattainable from Web Cmdltes on Non-Success Status Codes",PowerShell,TOPIC2
"Tab completion should return XML documentation for tooltips",PowerShell,TOPIC2
"[System.Management.Automation.ProviderInfo] (returned by Get-PSProvider) should contain path-separator information",PowerShell,TOPIC2
"WebCmdlets should read the encoding of Content-Type application/json per RFC",PowerShell,TOPIC2
"Suggest modules to install from psgallery for cmdlets not found",PowerShell,TOPIC2
"Set-Service -Status Stopped should not prevent stopping of services without dependents only because they depend on others",PowerShell,TOPIC2
"Web Cmdltes Lack FTP Support",PowerShell,TOPIC2
"Region tags break comment help",PowerShell,TOPIC2
"Invoke-Command should have a -Timeout parameter",PowerShell,TOPIC2
"Receive-Job should have a -Timeout parameter to complement -Wait",PowerShell,TOPIC2
"Add Import-LocalizedStringData cmdlet",PowerShell,TOPIC2
"Tab completion should not replace ~ or variables",PowerShell,TOPIC2
"Start-Process should support timeout",PowerShell,TOPIC2
"Start-Process should support redirecting to variable names or stream objects",PowerShell,TOPIC2
"Parameters Should Support Mutual Exclusion Natively",PowerShell,TOPIC2
"Enhancement: Ability to invoke generic methods with explicit type parameters when PowerShell cannot figure out <T> from the context",PowerShell,TOPIC2
"Feature request: cmdlet to manage Local Policies",PowerShell,TOPIC2
"Add `use static <class>` usage to allow static member access in PowerShell",PowerShell,TOPIC2
"[Proposal] Set-AuthenticodeSignature add timestamp hash algorithm parameter",PowerShell,TOPIC2
"Automatic -PSSession parameter ",PowerShell,TOPIC2
"Feature: Windows Installer to offer option of context menu to open PowerShell in explorer",PowerShell,TOPIC2
"Perf improvements to Providers",PowerShell,TOPIC2
"Enhance PowerShell full command line help",PowerShell,TOPIC2
"Add support for brotli compression to Web Cmdeltes",PowerShell,TOPIC2
"PowerShell Module to script against hardware on Raspberry-Pi",PowerShell,TOPIC2
"Allow per-connection remote server certificate validation",PowerShell,TOPIC2
"PSEdit support from non-ISE PowerShell sessions",PowerShell,TOPIC2
"Restart-Computer and Stop-Computer should take custom message like shutdown.exe",PowerShell,TOPIC2
"Option types?",PowerShell,TOPIC2
"Enumerate and run installed PowerShell versions",PowerShell,TOPIC2
"Missing parity with legacy Netdom.exe Computername",PowerShell,TOPIC2
"Add a property to [System.Management.Automation.ErrorRecord] to distinguish error types (non-terminating, statement-terminating, script-terminating)",PowerShell,TOPIC2
"Enhance the -split operator with negative maximum token counts to split from the end",PowerShell,TOPIC2
"Start work on a security guidelines document",PowerShell,TOPIC2
"Request: partial names of operators work how partial names of parameters work - if the text is long enough to be unique, it works, otherwise it fails",PowerShell,TOPIC2
"Suggestion: make it easier to discover which cmdlet parameters accept wildcard patterns, via the syntax diagram",PowerShell,TOPIC2
"Add Pull verb",PowerShell,TOPIC2
"WebClient needs to expose the timeout property (or improve Invoke-WebRequest implementation) when downloading large files ",PowerShell,TOPIC2
"Start-Process -UseNewEnvironment provides an environment that is missing crucial standard environment variables while not supporting passing a new environment",PowerShell,TOPIC2
"Get-Credential does not work for smart cards with multiple certificates.",PowerShell,TOPIC2
"Get-Location -Stack should return an array of path infos ( [System.Management.Automation.PathInfo[]]) rather than a scalar stack object [System.Management.Automation.PathInfoStack]",PowerShell,TOPIC2
"ValueFromRemainingArguments parameters are not reflected as such in syntax diagrams",PowerShell,TOPIC2
"Need straightforward way to honor the caller's preference-variable values in functions defined in script modules",PowerShell,TOPIC2
"Add Support for Registering a Separate Instance of PowerShell Core for Remoting",PowerShell,TOPIC2
"Consider introducing an automatic variable such as $LASTJOB that reflects the last background job started with & (Start-Job)",PowerShell,TOPIC2
"Dynamically Generated TPA List for pwrshplugin.dll",PowerShell,TOPIC2
"Add LengthOnDisk property to FileInfo for sparse files",PowerShell,TOPIC2
"Enhance ValidateRange attributes",PowerShell,TOPIC2
"Improving the discoverability of PowerShell variables",PowerShell,TOPIC2
"Support -Breakpoint parameter to Start-Job to enable easier debugging of jobs without modifying the job script",PowerShell,TOPIC2
"Suggestion: Add redirection syntax that allows in-memory collection of stderr lines output by external utilities, akin to the -ErrorVariable common parameter",PowerShell,TOPIC2
"Suggestion: Improve Compare-Object by adding set operations (union, intersection, symmetric difference, relative complement)",PowerShell,TOPIC2
"Enable pluggable 2FA",PowerShell,TOPIC2
"Start-Job needs a -WorkingDirectory parameter",PowerShell,TOPIC2
"Suggestion: support Bash-style brace expansions",PowerShell,TOPIC2
"Suggestion: support Bash-style process substitutions",PowerShell,TOPIC2
"Add a callback API to support a way to pass in credentials rather than prompting",PowerShell,TOPIC2
"Test-Json cmdlet (JSON lint/validator)",PowerShell,TOPIC2
"Scriptblocks serialized to Clixml are deserialized as strings",PowerShell,TOPIC2
"Add ability to create a temporary file with a specific extension to New-TemporaryFile",PowerShell,TOPIC2
"Add Runtime (Timespan) property to Microsoft.PowerShell.Commands.HistoryInfo",PowerShell,TOPIC2
"Request: Allow runspaces to access "shared" pre-loaded modules.",PowerShell,TOPIC2
"Suggestion: extend the -? parameter syntax to ask for more detailed help on demand, as a Get-Help shortcut",PowerShell,TOPIC2
"Suggestion: make it easier to discover which cmdlet parameters accept pipeline input, via the syntax diagram",PowerShell,TOPIC2
"We need enhance -Include/-Exclude to support wildcards",PowerShell,TOPIC2
"Refactor `InternalSymbolicLinkLinkCodeMethods` to consolidate Unix/Windows implementations at one place",PowerShell,TOPIC2
"Make it easier to do integer arithmetic with overflow",PowerShell,TOPIC2
"New syntax: Enable splatting for class instantiations and method calls",PowerShell,TOPIC2
"Suggestion: Allow a .psd1 to have a schema so that validation and intellisense can be done",PowerShell,TOPIC2
"Add a new parameter to Get-Counter to quickly capture instantaneous raw data",PowerShell,TOPIC2
"Get-PFXCertificate does not support -Password like Import-PFXCertificate",PowerShell,TOPIC2
"Enable console GUIs with PowerShell",PowerShell,TOPIC2
"Create cross-platform tests for Send-MailMessage",PowerShell,TOPIC2
"Get-Help <cmdlet> -Path $null shows provider-specific help",PowerShell,TOPIC2
"Refactor the Get-Content tests to use -TestCases",PowerShell,TOPIC2
"Need to add logging to understand failures Import-Counter.Tests.ps1",PowerShell,TOPIC2
"Export-CliXml shouldn't require writing to a file",PowerShell,TOPIC2
"Feature Request: Add conditional colorization to Format-Table command",PowerShell,TOPIC2
"Enable/Disable-PSRemoting for Linux",PowerShell,TOPIC2
"Improve type inference for IndexExpressionAst",PowerShell,TOPIC2
"Add parameter -Delimiter to Set-Content, Out-File, Out-String to complement Get-Content -Delimiter",PowerShell,TOPIC2
"Certificate provider should be able to filter on `DocumentEncryptionCert`",PowerShell,TOPIC2
"Enable custom completers to complete hashtable parameters",PowerShell,TOPIC2
"Get-Help should provide a way for the users to display specific help item when there are duplicate",PowerShell,TOPIC2
"Add `Get-Content -Wait` capabilities to PowerShell web cmdlets",PowerShell,TOPIC2
"Windows PowerShell will not launch from Core PowerShell when remoting into Windows over SSH",PowerShell,TOPIC2
"Allow user code to stop a pipeline on demand / to terminate upstream cmdlets.",PowerShell,TOPIC2
"Add internal only support for ScopeItemOption settings in 'AliasAttribute'",PowerShell,TOPIC2
"CTRL+D shortcut should produce a new line",PowerShell,TOPIC2
"Attribute may silently crash",PowerShell,TOPIC2
"Why do handled exceptions show in ErrorVariable?",PowerShell,TOPIC2
"Support localization of custom error messages for parameter validation attributes",PowerShell,TOPIC2
"PowerShell binaries in zip pkg should be signed",PowerShell,TOPIC2
"Add support for OS check to the #requires statement",PowerShell,TOPIC2
"Provide overview of engine design",PowerShell,TOPIC2
"Set-AuthenticodeSignature should support Key Vault certificates",PowerShell,TOPIC2
"the combination of description and testname should be unique across our tests",PowerShell,TOPIC2
"PowerShell should not depend on environment variables ",PowerShell,TOPIC2
"Improve error message: Cannot find an overload for "<MethodName>" and the argument count: "<Count>".",PowerShell,TOPIC2
"Consider using the native C fnmatch(3) and glob (3) APIs for PowerShell command globbing on UNIX ",PowerShell,TOPIC2
"Suggestion: Add an $ErrorView option that displays concise, single-line error information and consider making that the default - default formatting of ErrorRecord",PowerShell,TOPIC2
"Defining a PowerShell class in a script causes a parser error if the class references external types that aren't currently loaded",PowerShell,TOPIC2
"Enabling process start with other priority than normal",PowerShell,TOPIC2
"Get/Set-Clipboard command missing from PowerShell Core Edition on Mac",PowerShell,TOPIC2
"Implement Enable-SSHRemoting cmdlet",PowerShell,TOPIC2
"Enable color themes to improve contrast for accessibility",PowerShell,TOPIC2
"Need a way to bring back legacy Windows aliases for consistent experience",PowerShell,TOPIC2
"Publish runtime 6.0 assemblies to Nuget",PowerShell,TOPIC2
"Get-Random unexpectedly outputs [double] values with various integer types",PowerShell,TOPIC2
"PowerShell core on Linux - Get-Service should mimic linux "service" command.",PowerShell,TOPIC2
"New Bash Installer",PowerShell,TOPIC2
"Ctrl+C does not take effect while cd [tab] ",PowerShell,TOPIC2
"Add Where-Object -Not support",PowerShell,TOPIC2
"Get-Credential should pop a GUI on Windows if/when available",PowerShell,TOPIC2
"Add suspicious obfuscated scripts to PowerShell automatic ScriptBlock logging",PowerShell,TOPIC2
"Implicit creation of preference variables in descendant scopes should be appropriately type-constrained, as in the global scope / according to the definition of the preference variable",PowerShell,TOPIC2
"Need a way to detect output goes to a file instead of the console",PowerShell,TOPIC2
"Get path to a temporary directory",PowerShell,TOPIC2
"Write RFC for SemanticVersion work",PowerShell,TOPIC2
"Setup and run Markdown validation tests in build.psm1 for dev machine",PowerShell,TOPIC2
"Add support for SLES 12",PowerShell,TOPIC2
"Invocation operator should provide descriptive error message, when no command supplied",PowerShell,TOPIC2
"Sort is incorrect for strings containing the '-' character",PowerShell,TOPIC2
"Equivalent of bash `set -e`",PowerShell,TOPIC2
"Interactive remote session should support file transfer",PowerShell,TOPIC2
"Make isTranscribing internal bool accessible to the end user",PowerShell,TOPIC2
"Format-Hex should have Count and Offset parameters",PowerShell,TOPIC2
"Tab completion don't work for $error",PowerShell,TOPIC2
"Trace-Command quietly ignores nonexistent trace sources",PowerShell,TOPIC2
"Format-Hex should support all primitive types (including enums) and arrays of these types - instead of this random assortment.",PowerShell,TOPIC2
"Get-Alias doesn't find aliases defined in available but not currently loaded modules",PowerShell,TOPIC2
"Extend Process with Environment Property",PowerShell,TOPIC2
"Extend Process with CommandLine property ",PowerShell,TOPIC2
"Provide simple one-time setting of environment variable",PowerShell,TOPIC2
"Get-Content on FileInfo behave un-intuitive",PowerShell,TOPIC2
"Suggestion: Also include parameter default values in $PSBoundParameters or provide a similar variable that does",PowerShell,TOPIC2
"Microsoft.PowerShell.LocalAccounts Add support for ComputerName parameter. ",PowerShell,TOPIC2
"Webcmdlets should parse the <html><head><meta charset="foo"> attribute for the correct encoding if not in http header",PowerShell,TOPIC2
"[adsi] type accelerator is unavailable / throws an exception",PowerShell,TOPIC2
"Suggestion: Allow placing the stop-parsing symbol (--%) before the executable name too",PowerShell,TOPIC2
"Support pure C# DSL keywords in PowerShell",PowerShell,TOPIC2
"Suggestion: implement Bash-style && and || control operators for chaining commands based on success / failure - short-circuiting Boolean execution-flow control operators",PowerShell,TOPIC2
"Suggestion: implement null-coalescing and null-soaking",PowerShell,TOPIC2
"Suggestion: implement ternary conditionals",PowerShell,TOPIC2
"Feature Request: Add -Line parameter to Get-Content",PowerShell,TOPIC2
"Format-Table should have parameter to display all properties of all Objects",PowerShell,TOPIC2
"Support sudo <PowerShell cmdlet>",PowerShell,TOPIC2
"Support for Ctrl+Z",PowerShell,TOPIC2
"Implement New-ErrorRecord Cmdlet",PowerShell,TOPIC2
"In ConvertFrom-Json, the max depth for deserialization is 1024, however, we should investigate if the current implementation can handle object of greater depth.",PowerShell,TOPIC2
"In ConvertTo-Json the max allowed depth is 100. However, we should add code to dynamically check if we are running out of stack, and serialize objects with bigger depths.",PowerShell,TOPIC2
"Web cmdlets: support compression",PowerShell,TOPIC2
"DateTimeOffset should be treated as a primitive for serialization",PowerShell,TOPIC2
"Send-MailMessage Excluded from Non-Windows systems",PowerShell,TOPIC2
"ConvertFrom-Json should have option to produce hashtables instead of objects",PowerShell,TOPIC2
"Copy-Item remotely (-tosession -fromsession) should support LiteralPath",PowerShell,TOPIC2
"Feature Request: Create a preference variable to turn Off/On path normalization",PowerShell,TOPIC2
"Add support for templates when creating new modules",PowerShell,TOPIC2
"Add *-EnvironmentVariable cmdlets",PowerShell,TOPIC2
"Suggestion :: Write-Verbose Behaviour when packaged in a module ",PowerShell,TOPIC2
"autocomplete for tools",PowerShell,TOPIC2
"Suggestion: Powershell should be able to Import-Module from an exe",PowerShell,TOPIC2
"Implement type alias support",PowerShell,TOPIC2
"MFA support for Get-Credential and PSRP",PowerShell,TOPIC2
"Get-WinEvent does not read all TraceLogging event details",PowerShell,TOPIC2
"Powershell -WindowStyle Hidden still shows a window briefly",PowerShell,TOPIC2
"Check for invalid exported commands in Test-ModuleManifest",PowerShell,TOPIC2
"Add a parallel `%` (foreach-object)",PowerShell,TOPIC2
"Add support to set line breaks within a scriptblock for invoke-command",PowerShell,TOPIC2
"Complete the SemanticVersion work ",PowerShell,TOPIC2
"Prioritize alias when doing command completion",PowerShell,TOPIC2
"Suggestion: Shortcut for piping to commands with no pipeline input",PowerShell,TOPIC2
"Invoke-WebRequest / Invoke-RestMethod fails to follow HTTP redirects from HTTPS",PowerShell,TOPIC2
"PowerShell should contain Export-PowershellDatafile cmdlet that safely and correctly persists property bags",PowerShell,TOPIC2
"Add newline customization parameter to Set-Content ",PowerShell,TOPIC2
"Add conversion from PSMethodInfo to delegate/Func<> ",PowerShell,TOPIC2
"Deserialized Ordered Dictionary via Import-Clixml is not numerically indexable.",PowerShell,TOPIC2
"ValidateRange should not allow iteration over invalid range values",PowerShell,TOPIC2
"Add a "runspace dump" on terminating error debug option",PowerShell,TOPIC2
"Add a script debugger "break on error"",PowerShell,TOPIC2
"Get-Help Needs a -Module parameter to list all the help topics for the specified module",PowerShell,TOPIC2
"Enable Catch by FullyQualifiedErrorID",PowerShell,TOPIC2
"Suggestion: Export-PowerShellDataFile CmdLet",PowerShell,TOPIC2
"Get-Service cmdlets needs a Credential parameter",PowerShell,TOPIC2
"Get-Process $pid should suggest using -Id $pid",PowerShell,TOPIC2
"Allow a mechanism to ERROR out if there are uninitialized variables in a script",PowerShell,TOPIC2
"Debug: Should be able to SET NEXT LINE to execute",PowerShell,TOPIC2
"Need Get-ComputerInfo on Linux",PowerShell,TOPIC2
"Invoke-Command should support -StrictMode",PowerShell,TOPIC2
"Get-AuthenticodeSignature should support an explicit catalog path.",PowerShell,TOPIC2
"Add ability to turn experimental features on/off",PowerShell,TOPIC2
"Need DSL for format and type data",PowerShell,TOPIC2
"Windows PowerShell inherits PSModulePath from PowerShell Core",PowerShell,TOPIC2
"Improve formatting of timespan",PowerShell,TOPIC2
"Improve Set-PSBreakpoint to support -HitCount parameter",PowerShell,TOPIC2
"Improve Copy-Item to provide parity with Robocopy",PowerShell,TOPIC2
"PropertyNotFoundException should set TargetObject property to the target object",PowerShell,TOPIC2
"Get-Help doesn't show all possible values for a Nullable enum parameter type when used on a cmdlet",PowerShell,TOPIC2
"Ability to create the package based on features.",PowerShell,TOPIC2
"Enhancement request: Get-ItemProperty should return value type for registry items",PowerShell,TOPIC2
"Feature Request: Support PSDefaultValue, SupportsWildcards in ExtendedCmdletHelpInfo",PowerShell,TOPIC2
"Wrap setfacl/getfacl in set/get-acl",PowerShell,TOPIC2
"PowerShell should have a remote session inactive timeout clean up option",PowerShell,TOPIC2
"Runspace names listed by Get-Runspace should have meaningful names when possible",PowerShell,TOPIC2
"F&O should support footers",PowerShell,TOPIC2
"Add Standard Deviation to Measure-Object output",PowerShell,TOPIC2
"FindFirstFileName and FindNextFileName are available in NanoServer and IoT now, so we should enable the usage of them in powershell core",PowerShell,TOPIC2
